city,state,locality,property_type,total_sqft,bhk,bath,balcony,floor,age_years,furnishing,facing,price,price_per_sqft
Mumbai,Maharashtra,Thane,Studio,350,1,1,1,14,10,Fully Furnished,North,73.72,21059.0
Mumbai,Maharashtra,Juhu,Builder Floor,1700,3,3,0,9,1,Fully Furnished,North,424.24,19754.0
Mumbai,Maharashtra,Mulund,Independent House,2700,5,5,2,22,2,Unfurnished,North-East,547.28,18450.0
Mumbai,Maharashtra,Kurla,Builder Floor,1300,2,2,3,12,0,Unfurnished,North,321.35,22250.0
Mumbai,Maharashtra,Kurla,Independent House,3450,6,6,2,4,2,Semi-Furnished,South,1040.49,28882.0
Mumbai,Maharashtra,Navi Mumbai,Independent House,3500,6,6,1,18,0,Fully Furnished,South,1053.93,23184.0
Mumbai,Maharashtra,Dadar,Builder Floor,3000,5,5,2,22,5,Fully Furnished,East,779.45,21677.0
Mumbai,Maharashtra,Navi Mumbai,Builder Floor,2000,4,4,1,7,0,Semi-Furnished,South,425.5,19258.0
Mumbai,Maharashtra,Powai,Apartment,1650,3,3,0,19,15,Unfurnished,West,375.64,25782.0
Mumbai,Maharashtra,Dadar,Independent House,2900,5,5,1,17,0,Semi-Furnished,East,786.55,22106.0
Mumbai,Maharashtra,Malad,Apartment,3400,6,6,1,3,10,Semi-Furnished,West,675.04,20981.0
Mumbai,Maharashtra,Malad,Apartment,2550,5,6,1,0,0,Unfurnished,West,661.67,25290.0
Mumbai,Maharashtra,Thane,Independent House,3000,5,5,0,8,1,Semi-Furnished,North,504.9,16213.0
Mumbai,Maharashtra,Dadar,Apartment,2150,4,4,2,8,1,Semi-Furnished,North-East,408.96,18321.0
Mumbai,Maharashtra,Andheri,Apartment,1800,3,4,1,11,0,Unfurnished,East,339.89,18861.0
Mumbai,Maharashtra,Powai,Builder Floor,1100,2,2,2,6,5,Semi-Furnished,East,287.96,24750.0
Mumbai,Maharashtra,Bandra,Apartment,1700,3,3,1,1,0,Semi-Furnished,North,413.89,23191.0
Mumbai,Maharashtra,Juhu,Apartment,1700,3,3,2,5,2,Fully Furnished,West,475.73,23593.0
Mumbai,Maharashtra,Lower Parel,Independent House,2000,4,4,3,24,5,Unfurnished,South,444.82,23647.0
Mumbai,Maharashtra,Lower Parel,Apartment,1150,2,3,2,17,5,Semi-Furnished,East,295.84,24374.0
Mumbai,Maharashtra,Juhu,Apartment,1650,3,3,1,9,15,Fully Furnished,North,340.46,21925.0
Mumbai,Maharashtra,Lower Parel,Villa,3900,5,6,2,9,1,Unfurnished,South,997.47,26452.0
Mumbai,Maharashtra,Powai,Builder Floor,2050,4,4,2,20,15,Semi-Furnished,West,470.78,23406.0
Mumbai,Maharashtra,Kandivali,Apartment,2650,5,5,1,3,1,Unfurnished,North,782.15,28568.0
Mumbai,Maharashtra,Thane,Villa,4150,4,4,1,3,2,Semi-Furnished,West,943.31,20236.0
Mumbai,Maharashtra,Lower Parel,Apartment,1500,3,4,1,2,0,Semi-Furnished,East,357.15,23061.0
Mumbai,Maharashtra,Navi Mumbai,Villa,3300,3,3,1,20,0,Unfurnished,East,776.32,21900.0
Mumbai,Maharashtra,Lower Parel,Apartment,1850,3,3,2,12,1,Semi-Furnished,East,648.86,32702.0
Mumbai,Maharashtra,Dadar,Independent House,2700,5,6,1,23,10,Unfurnished,East,549.56,21379.0
Mumbai,Maharashtra,Goregaon,Apartment,2000,4,5,1,9,0,Semi-Furnished,North,428.17,18815.0
Mumbai,Maharashtra,Lower Parel,Apartment,2050,4,4,2,3,0,Semi-Furnished,North,431.02,20821.0
Mumbai,Maharashtra,Lower Parel,Villa,4400,5,5,1,16,2,Semi-Furnished,North,960.08,21354.0
Mumbai,Maharashtra,Bandra,Apartment,1750,3,3,1,0,10,Semi-Furnished,North,231.94,15193.0
Mumbai,Maharashtra,Juhu,Independent House,2250,4,4,1,23,20,Fully Furnished,North,620.13,31865.0
Mumbai,Maharashtra,Dadar,Apartment,2700,5,5,2,13,0,Semi-Furnished,North,601.95,19458.0
Mumbai,Maharashtra,Navi Mumbai,Villa,4250,3,4,2,24,5,Fully Furnished,North,1374.28,28355.0
Mumbai,Maharashtra,Andheri,Studio,400,1,2,2,9,1,Semi-Furnished,East,66.45,16361.0
Mumbai,Maharashtra,Bandra,Builder Floor,1650,3,3,2,11,0,Fully Furnished,North-East,456.09,21170.0
Mumbai,Maharashtra,Thane,Villa,4650,5,6,1,2,10,Semi-Furnished,East,867.16,19879.0
Mumbai,Maharashtra,Dadar,Apartment,2400,4,4,1,18,0,Unfurnished,South,499.84,19001.0
Mumbai,Maharashtra,Goregaon,Apartment,2050,4,4,2,21,1,Semi-Furnished,North,517.65,22331.0
Mumbai,Maharashtra,Borivali,Independent House,2050,4,4,1,12,0,Semi-Furnished,North,477.23,21107.0
Mumbai,Maharashtra,Bandra,Apartment,1550,3,4,3,9,2,Semi-Furnished,East,334.34,20951.0
Mumbai,Maharashtra,Andheri,Apartment,3150,6,6,1,0,0,Fully Furnished,North,798.12,20337.0
Mumbai,Maharashtra,Juhu,Apartment,2500,5,5,1,1,0,Unfurnished,East,671.22,27065.0
Mumbai,Maharashtra,Borivali,Apartment,1550,3,3,1,1,0,Unfurnished,North-West,426.08,24751.0
Mumbai,Maharashtra,Andheri,Independent House,2150,4,5,1,21,20,Fully Furnished,North,407.96,22845.0
Mumbai,Maharashtra,Navi Mumbai,Independent House,2300,4,4,2,6,2,Semi-Furnished,North-West,554.98,21720.0
Mumbai,Maharashtra,Worli,Villa,3850,4,4,1,17,0,Unfurnished,South,718.53,18805.0
Mumbai,Maharashtra,Juhu,Apartment,1400,3,4,1,17,2,Fully Furnished,East,375.29,21905.0
Mumbai,Maharashtra,Malad,Apartment,2050,4,5,1,24,2,Fully Furnished,East,550.15,21505.0
Mumbai,Maharashtra,Worli,Apartment,1750,3,4,1,3,2,Semi-Furnished,North,355.8,18875.0
Mumbai,Maharashtra,Borivali,Apartment,1550,3,3,2,10,1,Semi-Furnished,South,475.72,27922.0
Mumbai,Maharashtra,Kandivali,Apartment,2050,4,5,2,7,15,Unfurnished,North,365.67,20954.0
Mumbai,Maharashtra,Dadar,Apartment,1850,3,3,3,21,2,Unfurnished,South,354.67,18476.0
Mumbai,Maharashtra,Andheri,Apartment,1850,3,3,1,1,10,Fully Furnished,East,403.9,20700.0
Mumbai,Maharashtra,Juhu,Builder Floor,1950,4,5,1,0,0,Unfurnished,North,586.36,30262.0
Mumbai,Maharashtra,Thane,Apartment,2300,4,4,2,9,5,Fully Furnished,East,481.94,19529.0
Mumbai,Maharashtra,Kurla,Villa,3150,4,4,2,7,2,Semi-Furnished,West,700.45,22091.0
Mumbai,Maharashtra,Mulund,Independent House,3400,6,6,1,15,5,Unfurnished,North,1037.79,31796.0
Mumbai,Maharashtra,Thane,Villa,3450,4,4,2,18,0,Unfurnished,North,551.68,15426.0
Mumbai,Maharashtra,Lower Parel,Villa,6000,5,6,2,23,1,Semi-Furnished,East,1895.47,27017.0
Mumbai,Maharashtra,Malad,Apartment,1100,2,2,2,21,1,Semi-Furnished,North-West,197.37,16323.0
Mumbai,Maharashtra,Juhu,Apartment,3250,6,7,3,1,0,Semi-Furnished,East,1053.23,31008.0
Mumbai,Maharashtra,Kurla,Independent House,2800,5,5,3,19,0,Semi-Furnished,North-West,862.02,25900.0
Mumbai,Maharashtra,Kandivali,Apartment,1100,2,2,2,16,5,Unfurnished,North,181.7,18121.0
Mumbai,Maharashtra,Malad,Independent House,2100,4,4,1,5,2,Unfurnished,West,409.59,20979.0
Mumbai,Maharashtra,Malad,Apartment,2700,5,5,1,15,0,Unfurnished,East,735.6,25021.0
Mumbai,Maharashtra,Juhu,Apartment,1850,3,3,1,23,0,Unfurnished,East,441.71,22985.0
Mumbai,Maharashtra,Thane,Villa,3400,3,3,2,2,1,Semi-Furnished,West,759.14,19979.0
Mumbai,Maharashtra,Worli,Apartment,1800,3,3,1,19,2,Fully Furnished,North-East,356.42,16863.0
Mumbai,Maharashtra,Juhu,Apartment,1650,3,3,3,22,5,Unfurnished,North,383.51,25205.0
Mumbai,Maharashtra,Juhu,Builder Floor,1850,3,3,1,3,2,Fully Furnished,North-West,395.92,18437.0
Mumbai,Maharashtra,Navi Mumbai,Apartment,1950,4,4,1,22,1,Semi-Furnished,West,668.53,29296.0
Mumbai,Maharashtra,Kandivali,Apartment,1350,2,2,0,2,0,Semi-Furnished,North-East,368.85,25600.0
Mumbai,Maharashtra,Powai,Apartment,1800,3,4,2,8,1,Semi-Furnished,North-East,547.68,28025.0
Mumbai,Maharashtra,Malad,Studio,400,1,2,1,1,0,Semi-Furnished,East,93.26,21145.0
Mumbai,Maharashtra,Worli,Builder Floor,1300,2,3,1,17,0,Semi-Furnished,East,337.8,24327.0
Mumbai,Maharashtra,Dadar,Villa,2650,4,4,2,22,10,Unfurnished,North,438.2,16861.0
Mumbai,Maharashtra,Kurla,Independent House,3050,6,7,1,1,0,Semi-Furnished,East,707.56,23126.0
Mumbai,Maharashtra,Thane,Builder Floor,1550,3,4,2,1,0,Unfurnished,South,294.63,19981.0
Mumbai,Maharashtra,Andheri,Apartment,1650,3,3,2,3,1,Unfurnished,South,457.55,27009.0
Mumbai,Maharashtra,Lower Parel,Apartment,2150,4,5,2,3,0,Unfurnished,North-West,477.04,22058.0
Mumbai,Maharashtra,Worli,Independent House,1450,3,3,2,3,5,Semi-Furnished,North-East,305.9,21228.0
Mumbai,Maharashtra,Mulund,Apartment,1700,3,3,3,12,0,Semi-Furnished,South,367.67,21418.0
Mumbai,Maharashtra,Juhu,Builder Floor,1000,2,3,3,5,0,Fully Furnished,West,252.57,21245.0
Mumbai,Maharashtra,Kandivali,Apartment,2900,5,6,1,6,1,Semi-Furnished,North,694.12,20599.0
Mumbai,Maharashtra,Malad,Studio,350,1,2,2,16,0,Semi-Furnished,North,73.84,18450.0
Mumbai,Maharashtra,Worli,Villa,2050,3,3,1,20,0,Semi-Furnished,East,563.96,23313.0
Mumbai,Maharashtra,Powai,Villa,3750,5,5,2,21,1,Fully Furnished,East,1168.06,24059.0
Mumbai,Maharashtra,Goregaon,Independent House,3650,6,6,3,17,10,Fully Furnished,West,700.2,19477.0
Mumbai,Maharashtra,Worli,Apartment,2950,5,5,1,17,10,Unfurnished,North,601.52,22785.0
Mumbai,Maharashtra,Worli,Apartment,1250,2,3,1,3,1,Unfurnished,North,293.16,22585.0
Mumbai,Maharashtra,Thane,Apartment,1450,3,4,3,4,10,Semi-Furnished,East,253.57,18659.0
Mumbai,Maharashtra,Kandivali,Independent House,3150,6,6,1,18,10,Unfurnished,North,664.52,22700.0
Mumbai,Maharashtra,Juhu,Independent House,1850,3,4,0,23,1,Semi-Furnished,West,483.9,23359.0
Mumbai,Maharashtra,Goregaon,Apartment,1050,2,2,1,19,15,Semi-Furnished,West,139.25,14530.0
Mumbai,Maharashtra,Goregaon,Villa,2800,5,5,2,14,1,Fully Furnished,North-West,646.74,19998.0
Mumbai,Maharashtra,Borivali,Apartment,1150,2,2,1,11,10,Fully Furnished,North,350.06,27608.0
Mumbai,Maharashtra,Dadar,Apartment,1900,3,3,0,14,10,Semi-Furnished,South,277.34,14847.0
Mumbai,Maharashtra,Malad,Builder Floor,1600,3,3,1,11,10,Fully Furnished,East,334.08,20412.0
Mumbai,Maharashtra,Bandra,Apartment,2150,4,4,1,23,0,Fully Furnished,North-West,611.69,22879.0
Mumbai,Maharashtra,Navi Mumbai,Builder Floor,1750,3,4,1,15,1,Semi-Furnished,West,255.24,12341.0
Mumbai,Maharashtra,Kurla,Villa,5200,4,4,1,13,15,Unfurnished,North-East,1276.95,29691.0
Mumbai,Maharashtra,Malad,Studio,250,1,1,1,15,1,Fully Furnished,South,63.73,22302.0
Mumbai,Maharashtra,Lower Parel,Apartment,2300,4,5,1,6,15,Fully Furnished,North-East,487.12,23655.0
Mumbai,Maharashtra,Lower Parel,Builder Floor,1950,4,4,1,10,5,Unfurnished,East,378.26,21202.0
Mumbai,Maharashtra,Kandivali,Villa,3550,3,4,1,9,1,Semi-Furnished,North-East,889.97,24014.0
Mumbai,Maharashtra,Kurla,Builder Floor,1100,2,3,2,10,2,Fully Furnished,South,349.87,26989.0
Mumbai,Maharashtra,Worli,Apartment,1750,3,3,1,7,0,Fully Furnished,North-East,477.24,22899.0
Mumbai,Maharashtra,Thane,Builder Floor,2450,4,5,3,15,5,Semi-Furnished,North,519.45,19700.0
Mumbai,Maharashtra,Mulund,Independent House,2050,4,5,2,23,10,Unfurnished,North,463.74,23893.0
Mumbai,Maharashtra,Goregaon,Apartment,2900,5,6,2,23,0,Unfurnished,East,726.64,22949.0
Mumbai,Maharashtra,Worli,Apartment,1150,2,3,1,6,10,Fully Furnished,North-West,284.05,24528.0
Mumbai,Maharashtra,Kandivali,Apartment,1450,3,3,1,4,5,Semi-Furnished,East,275.21,18426.0
Mumbai,Maharashtra,Bandra,Builder Floor,1750,3,3,2,1,15,Unfurnished,South,303.33,21438.0
Mumbai,Maharashtra,Goregaon,Apartment,1550,3,4,0,0,5,Unfurnished,North-East,279.7,20276.0
Mumbai,Maharashtra,Dadar,Studio,550,1,2,2,24,0,Unfurnished,East,120.07,19894.0
Mumbai,Maharashtra,Dadar,Apartment,1800,3,3,1,7,15,Semi-Furnished,East,284.74,17905.0
Mumbai,Maharashtra,Kandivali,Apartment,3500,6,6,1,8,2,Fully Furnished,South,774.27,18830.0
Mumbai,Maharashtra,Worli,Apartment,1600,3,3,1,0,2,Semi-Furnished,West,314.03,18867.0
Mumbai,Maharashtra,Worli,Independent House,4400,6,6,1,16,1,Unfurnished,West,969.91,21169.0
Mumbai,Maharashtra,Kurla,Apartment,1800,3,3,3,20,2,Unfurnished,South,427.15,24896.0
Mumbai,Maharashtra,Thane,Apartment,1400,3,3,2,22,1,Semi-Furnished,North,259.91,16007.0
Mumbai,Maharashtra,Dadar,Villa,2100,5,5,0,0,15,Unfurnished,South,257.09,15960.0
Mumbai,Maharashtra,Juhu,Villa,3300,5,5,0,9,0,Semi-Furnished,South,888.68,23217.0
Mumbai,Maharashtra,Thane,Villa,4750,4,4,1,17,0,Unfurnished,North-East,1157.94,22846.0
Mumbai,Maharashtra,Lower Parel,Apartment,3500,6,6,0,0,10,Unfurnished,East,991.67,33425.0
Mumbai,Maharashtra,Navi Mumbai,Independent House,3600,6,6,1,20,1,Unfurnished,North,742.63,20097.0
Mumbai,Maharashtra,Kandivali,Apartment,1950,4,4,2,8,2,Unfurnished,West,364.09,19106.0
Mumbai,Maharashtra,Andheri,Independent House,4150,6,6,3,0,0,Unfurnished,North-West,867.44,21572.0
Mumbai,Maharashtra,Goregaon,Apartment,2250,4,4,1,7,5,Unfurnished,East,440.58,21900.0
Mumbai,Maharashtra,Goregaon,Apartment,2900,5,6,3,19,5,Semi-Furnished,North-West,453.28,14744.0
Mumbai,Maharashtra,Worli,Apartment,2500,5,5,1,14,1,Unfurnished,South,607.78,24549.0
Mumbai,Maharashtra,Andheri,Independent House,1950,4,4,2,7,0,Unfurnished,North,363.14,17967.0
Mumbai,Maharashtra,Thane,Apartment,1850,3,3,1,7,5,Unfurnished,North,332.34,19164.0
Mumbai,Maharashtra,Kandivali,Apartment,3500,6,6,3,12,2,Fully Furnished,North-East,786.54,18688.0
Mumbai,Maharashtra,Juhu,Apartment,2050,4,4,3,1,10,Unfurnished,East,385.87,21714.0
Mumbai,Maharashtra,Dadar,Apartment,1300,2,2,1,0,1,Semi-Furnished,North,232.32,17501.0
Mumbai,Maharashtra,Bandra,Independent House,2150,4,4,1,24,1,Semi-Furnished,North-East,363.49,14180.0
Mumbai,Maharashtra,Kurla,Villa,5050,3,3,1,21,10,Semi-Furnished,North-East,1243.42,25347.0
Mumbai,Maharashtra,Juhu,Apartment,1900,3,3,2,17,15,Unfurnished,North-East,433.03,27729.0
Mumbai,Maharashtra,Lower Parel,Builder Floor,1150,2,2,0,16,2,Semi-Furnished,North,313.12,26811.0
Mumbai,Maharashtra,Malad,Villa,2750,4,4,1,0,0,Fully Furnished,East,776.76,24697.0
Mumbai,Maharashtra,Mulund,Independent House,2350,4,4,3,0,1,Semi-Furnished,East,530.0,20936.0
Mumbai,Maharashtra,Kandivali,Independent House,3100,6,6,2,13,1,Semi-Furnished,East,468.56,13707.0
Mumbai,Maharashtra,Juhu,Apartment,1550,3,3,1,4,2,Unfurnished,North-West,337.15,23736.0
Mumbai,Maharashtra,Kurla,Villa,2300,4,5,1,15,0,Unfurnished,North,447.95,18394.0
Mumbai,Maharashtra,Juhu,Apartment,2300,4,4,1,15,5,Unfurnished,North,553.69,25958.0
Mumbai,Maharashtra,Borivali,Apartment,2100,4,4,2,14,2,Fully Furnished,North,581.21,23546.0
Mumbai,Maharashtra,Bandra,Apartment,2050,4,5,0,4,0,Semi-Furnished,North-East,419.89,18183.0
Mumbai,Maharashtra,Mulund,Independent House,2900,5,5,1,6,1,Semi-Furnished,North-West,722.25,22192.0
Mumbai,Maharashtra,Worli,Apartment,1250,2,2,1,2,0,Semi-Furnished,West,290.3,22790.0
Mumbai,Maharashtra,Malad,Apartment,2100,4,5,2,11,0,Unfurnished,East,482.44,23288.0
Mumbai,Maharashtra,Powai,Apartment,2000,4,4,1,16,1,Fully Furnished,North-West,677.41,27435.0
Mumbai,Maharashtra,Powai,Apartment,1450,3,4,3,18,2,Unfurnished,North-East,394.96,26739.0
Mumbai,Maharashtra,Thane,Builder Floor,2450,4,5,1,2,0,Semi-Furnished,West,492.6,19531.0
Mumbai,Maharashtra,Lower Parel,Apartment,1900,3,4,2,7,0,Fully Furnished,South,695.14,28361.0
Mumbai,Maharashtra,Powai,Apartment,2150,4,5,0,18,1,Unfurnished,East,608.46,26685.0
Mumbai,Maharashtra,Bandra,Apartment,1650,3,3,2,8,0,Fully Furnished,North,355.14,17663.0
Mumbai,Maharashtra,Andheri,Independent House,1900,3,3,2,6,5,Fully Furnished,North,399.6,19984.0
Mumbai,Maharashtra,Bandra,Independent House,3300,6,6,1,20,0,Semi-Furnished,North,798.4,21220.0
Mumbai,Maharashtra,Dadar,Builder Floor,1200,2,3,2,22,0,Unfurnished,East,231.0,16847.0
Mumbai,Maharashtra,Malad,Apartment,2200,4,5,0,12,0,Unfurnished,West,519.37,22589.0
Mumbai,Maharashtra,Mulund,Apartment,1950,4,5,1,22,0,Unfurnished,North,427.08,21038.0
Mumbai,Maharashtra,Kurla,Independent House,2500,5,5,1,14,1,Unfurnished,North,714.06,29337.0
Mumbai,Maharashtra,Thane,Independent House,2400,4,5,2,10,0,Fully Furnished,South,466.49,14756.0
Mumbai,Maharashtra,Worli,Independent House,3500,6,6,1,2,5,Semi-Furnished,North-West,833.07,23299.0
Mumbai,Maharashtra,Kandivali,Independent House,2350,4,5,2,19,1,Unfurnished,West,366.22,14821.0
Mumbai,Maharashtra,Kandivali,Independent House,3000,5,5,1,21,5,Fully Furnished,East,724.14,20699.0
Mumbai,Maharashtra,Goregaon,Apartment,2000,4,4,1,16,2,Unfurnished,South,325.41,16122.0
Mumbai,Maharashtra,Goregaon,Independent House,4500,6,7,2,22,1,Unfurnished,East,627.96,12908.0
Mumbai,Maharashtra,Borivali,Apartment,3500,6,6,0,20,0,Unfurnished,South,751.34,20311.0
Mumbai,Maharashtra,Malad,Studio,600,1,1,2,24,10,Fully Furnished,South,121.48,19160.0
Mumbai,Maharashtra,Juhu,Apartment,2850,5,6,1,6,0,Unfurnished,East,626.66,21217.0
Mumbai,Maharashtra,Kurla,Apartment,1350,2,2,2,21,1,Unfurnished,North-East,329.54,23044.0
Mumbai,Maharashtra,Navi Mumbai,Villa,4900,3,4,3,9,2,Semi-Furnished,West,1071.01,21226.0
Mumbai,Maharashtra,Navi Mumbai,Apartment,1800,3,3,0,10,15,Semi-Furnished,North,333.6,22113.0
Mumbai,Maharashtra,Lower Parel,Independent House,2250,4,4,0,8,1,Semi-Furnished,North-West,726.52,28815.0
Mumbai,Maharashtra,Goregaon,Apartment,2600,5,6,3,7,15,Semi-Furnished,North-West,345.09,15783.0
Mumbai,Maharashtra,Andheri,Apartment,2100,4,5,1,10,1,Fully Furnished,East,538.87,21140.0
Mumbai,Maharashtra,Navi Mumbai,Apartment,3500,6,6,2,20,2,Fully Furnished,North,1061.09,23530.0
Mumbai,Maharashtra,Dadar,Villa,3550,3,3,1,12,1,Semi-Furnished,North,633.4,17326.0
Mumbai,Maharashtra,Powai,Apartment,2900,5,5,1,0,15,Semi-Furnished,North-West,702.89,30997.0
Mumbai,Maharashtra,Mulund,Apartment,3500,6,6,0,20,10,Fully Furnished,West,675.37,18541.0
Mumbai,Maharashtra,Andheri,Studio,450,1,1,1,15,2,Fully Furnished,South,119.16,23201.0
Mumbai,Maharashtra,Andheri,Apartment,2000,4,4,1,6,1,Fully Furnished,East,462.3,19396.0
Mumbai,Maharashtra,Thane,Villa,5100,3,3,1,23,20,Unfurnished,South,880.18,23486.0
Mumbai,Maharashtra,Worli,Apartment,1700,3,3,1,22,2,Semi-Furnished,North,489.81,26002.0
Mumbai,Maharashtra,Lower Parel,Apartment,1750,3,3,2,2,1,Semi-Furnished,North-East,517.13,26231.0
Mumbai,Maharashtra,Mulund,Independent House,1100,2,2,2,8,10,Fully Furnished,North,297.14,24715.0
Mumbai,Maharashtra,Dadar,Apartment,3200,6,6,1,1,1,Fully Furnished,North-West,630.51,16944.0
Mumbai,Maharashtra,Dadar,Independent House,4500,6,6,1,14,0,Unfurnished,North-East,894.31,19408.0
Mumbai,Maharashtra,Kurla,Studio,500,1,1,1,5,1,Unfurnished,South,132.91,26267.0
Mumbai,Maharashtra,Lower Parel,Apartment,1800,3,4,1,15,0,Semi-Furnished,North-East,466.98,23888.0
Mumbai,Maharashtra,Worli,Apartment,1650,3,4,1,10,0,Semi-Furnished,North-East,441.57,23052.0
Mumbai,Maharashtra,Kurla,Apartment,1750,3,3,1,6,0,Fully Furnished,North,683.87,30572.0
Mumbai,Maharashtra,Borivali,Villa,3600,4,4,1,2,15,Semi-Furnished,North-East,905.87,27416.0
Mumbai,Maharashtra,Malad,Apartment,2350,4,5,2,1,5,Semi-Furnished,North-West,401.07,18099.0
Mumbai,Maharashtra,Borivali,Builder Floor,1950,4,4,3,17,15,Unfurnished,North,456.07,28196.0
Mumbai,Maharashtra,Mulund,Independent House,4500,6,6,1,5,1,Fully Furnished,East,1173.61,20994.0
Mumbai,Maharashtra,Lower Parel,Builder Floor,1100,2,2,2,14,0,Unfurnished,North-East,343.53,29989.0
Mumbai,Maharashtra,Dadar,Villa,5850,5,5,1,4,20,Semi-Furnished,East,909.73,18931.0
Mumbai,Maharashtra,Thane,Builder Floor,1750,3,3,2,13,10,Semi-Furnished,West,383.08,22869.0
Mumbai,Maharashtra,Borivali,Villa,4000,4,5,2,9,2,Semi-Furnished,South,1285.37,30325.0
Mumbai,Maharashtra,Thane,Independent House,3100,6,6,1,22,15,Unfurnished,North,480.33,17924.0
Mumbai,Maharashtra,Lower Parel,Apartment,2300,4,4,1,4,0,Unfurnished,West,627.33,27193.0
Mumbai,Maharashtra,Malad,Apartment,1950,4,4,0,15,5,Fully Furnished,South,421.29,20832.0
Mumbai,Maharashtra,Juhu,Villa,1600,5,5,1,22,0,Semi-Furnished,West,496.97,27107.0
Mumbai,Maharashtra,Powai,Apartment,1400,3,3,1,15,1,Semi-Furnished,North-East,335.19,22477.0
Mumbai,Maharashtra,Worli,Apartment,1600,3,4,2,17,1,Fully Furnished,East,365.01,18245.0
Mumbai,Maharashtra,Goregaon,Villa,3100,4,4,2,17,0,Fully Furnished,West,876.84,21854.0
Mumbai,Maharashtra,Goregaon,Apartment,1550,3,3,1,6,5,Semi-Furnished,North,321.01,19996.0
Mumbai,Maharashtra,Malad,Villa,2450,3,4,1,6,0,Fully Furnished,North-West,553.55,19068.0
Mumbai,Maharashtra,Lower Parel,Apartment,3500,6,7,1,11,2,Unfurnished,North,737.36,21217.0
Mumbai,Maharashtra,Dadar,Apartment,2300,4,4,1,0,2,Unfurnished,North,358.08,15860.0
Mumbai,Maharashtra,Goregaon,Builder Floor,1100,2,2,2,0,5,Semi-Furnished,West,274.1,24850.0
Mumbai,Maharashtra,Kurla,Villa,3250,3,3,1,10,0,Semi-Furnished,East,876.5,24793.0
Mumbai,Maharashtra,Mulund,Builder Floor,1700,3,4,2,15,5,Semi-Furnished,South,358.21,20888.0
Mumbai,Maharashtra,Juhu,Builder Floor,1800,3,3,1,11,2,Unfurnished,North-East,511.39,27327.0
Mumbai,Maharashtra,Malad,Apartment,1150,2,2,2,11,1,Semi-Furnished,North-East,324.21,26233.0
Mumbai,Maharashtra,Goregaon,Builder Floor,2350,4,4,2,16,0,Unfurnished,North,547.54,20840.0
Mumbai,Maharashtra,Navi Mumbai,Apartment,3500,6,6,1,21,1,Fully Furnished,East,966.49,21091.0
Mumbai,Maharashtra,Worli,Independent House,3450,6,7,1,10,0,Semi-Furnished,North-West,875.6,23346.0
Mumbai,Maharashtra,Kandivali,Independent House,2700,5,5,1,12,0,Fully Furnished,East,717.03,20380.0
Mumbai,Maharashtra,Worli,Villa,2350,3,3,3,14,10,Fully Furnished,East,522.14,22062.0
Mumbai,Maharashtra,Borivali,Independent House,3200,6,6,1,1,5,Unfurnished,North-East,786.2,27946.0
Mumbai,Maharashtra,Kandivali,Apartment,2250,4,4,3,6,15,Unfurnished,North,360.55,19847.0
Mumbai,Maharashtra,Borivali,Apartment,1450,3,3,1,22,1,Semi-Furnished,East,457.39,28138.0
Mumbai,Maharashtra,Andheri,Apartment,1850,3,3,2,12,5,Semi-Furnished,East,403.46,21023.0
Mumbai,Maharashtra,Navi Mumbai,Villa,1750,3,4,1,3,0,Fully Furnished,North,489.21,22592.0
Mumbai,Maharashtra,Malad,Apartment,1750,3,3,2,5,1,Semi-Furnished,West,375.98,20432.0
Mumbai,Maharashtra,Kandivali,Apartment,1850,3,3,1,11,2,Semi-Furnished,North,342.68,17153.0
Mumbai,Maharashtra,Borivali,Apartment,1650,3,3,1,22,2,Unfurnished,North-East,460.63,26709.0
Mumbai,Maharashtra,Mulund,Apartment,2100,4,5,1,4,10,Unfurnished,East,369.78,20410.0
Mumbai,Maharashtra,Thane,Apartment,1350,2,2,3,6,10,Unfurnished,South,194.62,17314.0
Mumbai,Maharashtra,Worli,Independent House,2000,4,4,1,13,1,Semi-Furnished,North-West,573.56,25151.0
Mumbai,Maharashtra,Andheri,Apartment,2050,4,4,1,18,2,Semi-Furnished,South,418.18,19640.0
Mumbai,Maharashtra,Juhu,Independent House,3200,6,6,2,15,1,Unfurnished,North,972.76,29072.0
Mumbai,Maharashtra,Borivali,Studio,600,1,2,3,15,0,Fully Furnished,East,171.54,24383.0
Mumbai,Maharashtra,Lower Parel,Independent House,2850,5,5,0,1,0,Unfurnished,North-East,689.68,25545.0
Mumbai,Maharashtra,Worli,Apartment,1600,3,4,3,3,2,Unfurnished,North,275.07,17600.0
Mumbai,Maharashtra,Dadar,Apartment,1800,3,3,2,20,0,Semi-Furnished,North,393.31,18824.0
Mumbai,Maharashtra,Bandra,Apartment,3500,6,7,0,3,0,Fully Furnished,West,1051.16,24839.0
Mumbai,Maharashtra,Kandivali,Apartment,1900,3,3,1,21,0,Semi-Furnished,East,635.37,27828.0
Mumbai,Maharashtra,Thane,Apartment,1900,3,3,1,14,20,Fully Furnished,East,260.58,16332.0
Mumbai,Maharashtra,Navi Mumbai,Independent House,4400,6,6,2,14,0,Unfurnished,East,1076.03,25050.0
Mumbai,Maharashtra,Mulund,Builder Floor,1500,3,4,2,14,1,Semi-Furnished,North-East,391.07,23692.0
Mumbai,Maharashtra,Borivali,Apartment,2200,4,4,1,18,1,Semi-Furnished,North-West,603.2,24285.0
